medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Clonazepam 2mg Tablet DRUG,,Clonazepam,Drug International,Mental Health,2mg,Tablet,10 units/strip,MB-01962,8801602001962,18.70,17.58,13.71,112,tablet,MB241962,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Drug International,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet ACME,,Clonazepam,Acme Laboratories,Mental Health,2mg,Tablet,10 units/strip,MB-01963,8801602001963,18.70,17.58,13.71,113,tablet,MB241963,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Acme Laboratories,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet GENE,,Clonazepam,General Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01964,8801602001964,18.70,17.58,13.71,114,tablet,MB241964,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; General Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet BEAC,,Clonazepam,Beacon Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01965,8801602001965,18.70,17.58,13.71,115,tablet,MB241965,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beacon Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet POPU,,Clonazepam,Popular Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01966,8801602001966,18.70,17.58,13.71,116,tablet,MB241966,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Popular Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet NUVI,,Clonazepam,Nuvista Pharma,Mental Health,2mg,Tablet,10 units/strip,MB-01967,8801602001967,18.70,17.58,13.71,117,tablet,MB241967,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Nuvista Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet ORIO,,Clonazepam,Orion Pharma,Mental Health,2mg,Tablet,10 units/strip,MB-01968,8801602001968,18.70,17.58,13.71,118,tablet,MB241968,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Orion Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Povidone Iodine 5% Solution SQUA,,Povidone Iodine,Square Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01969,8801602001969,15.55,14.62,11.40,119,solution,MB241969,2029-02-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Square Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution BEXI,,Povidone Iodine,Beximco Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01970,8801602001970,15.55,14.62,11.40,120,solution,MB241970,2030-03-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Beximco Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution INCE,,Povidone Iodine,Incepta Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01971,8801602001971,15.55,14.62,11.40,121,solution,MB241971,2028-04-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Incepta Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution RENA,,Povidone Iodine,Renata Limited,Personal Care,5%,Solution,5%,MB-01972,8801602001972,15.55,14.62,11.40,122,solution,MB241972,2029-05-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Renata Limited,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution OPSO,,Povidone Iodine,Opsonin Pharma,Personal Care,5%,Solution,5%,MB-01973,8801602001973,15.55,14.62,11.40,123,solution,MB241973,2030-06-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Opsonin Pharma,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution ESKA,,Povidone Iodine,Eskayef Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01974,8801602001974,15.55,14.62,11.40,124,solution,MB241974,2028-07-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Eskayef Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution ACI,,Povidone Iodine,ACI Limited,Personal Care,5%,Solution,5%,MB-01975,8801602001975,15.55,14.62,11.40,125,solution,MB241975,2029-08-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; ACI Limited,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution ARIS,,Povidone Iodine,Aristopharma,Personal Care,5%,Solution,5%,MB-01976,8801602001976,15.55,14.62,11.40,126,solution,MB241976,2030-09-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Aristopharma,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution HEAL,,Povidone Iodine,Healthcare Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01977,8801602001977,15.55,14.62,11.40,127,solution,MB241977,2028-10-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Healthcare Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution DRUG,,Povidone Iodine,Drug International,Personal Care,5%,Solution,5%,MB-01978,8801602001978,15.55,14.62,11.40,128,solution,MB241978,2029-11-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Drug International,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution ACME,,Povidone Iodine,Acme Laboratories,Personal Care,5%,Solution,5%,MB-01979,8801602001979,15.55,14.62,11.40,129,solution,MB241979,2030-12-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Acme Laboratories,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution GENE,,Povidone Iodine,General Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01980,8801602001980,15.55,14.62,11.40,130,solution,MB241980,2028-01-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; General Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution BEAC,,Povidone Iodine,Beacon Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01981,8801602001981,15.55,14.62,11.40,131,solution,MB241981,2029-02-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Beacon Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution POPU,,Povidone Iodine,Popular Pharmaceuticals,Personal Care,5%,Solution,5%,MB-01982,8801602001982,15.55,14.62,11.40,132,solution,MB241982,2030-03-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Popular Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution NUVI,,Povidone Iodine,Nuvista Pharma,Personal Care,5%,Solution,5%,MB-01983,8801602001983,15.55,14.62,11.40,133,solution,MB241983,2028-04-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Nuvista Pharma,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 5% Solution ORIO,,Povidone Iodine,Orion Pharma,Personal Care,5%,Solution,5%,MB-01984,8801602001984,15.55,14.62,11.40,134,solution,MB241984,2029-05-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Orion Pharma,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution SQUA,,Povidone Iodine,Square Pharmaceuticals,Personal Care,10%,Solution,10%,MB-01985,8801602001985,16.95,15.93,12.43,135,solution,MB241985,2030-06-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Square Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution BEXI,,Povidone Iodine,Beximco Pharmaceuticals,Personal Care,10%,Solution,10%,MB-01986,8801602001986,16.95,15.93,12.43,136,solution,MB241986,2028-07-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Beximco Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution INCE,,Povidone Iodine,Incepta Pharmaceuticals,Personal Care,10%,Solution,10%,MB-01987,8801602001987,16.95,15.93,12.43,137,solution,MB241987,2029-08-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Incepta Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution RENA,,Povidone Iodine,Renata Limited,Personal Care,10%,Solution,10%,MB-01988,8801602001988,16.95,15.93,12.43,138,solution,MB241988,2030-09-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Renata Limited,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution OPSO,,Povidone Iodine,Opsonin Pharma,Personal Care,10%,Solution,10%,MB-01989,8801602001989,16.95,15.93,12.43,139,solution,MB241989,2028-10-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Opsonin Pharma,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
Povidone Iodine 10% Solution ESKA,,Povidone Iodine,Eskayef Pharmaceuticals,Personal Care,10%,Solution,10%,MB-01990,8801602001990,16.95,15.93,12.43,140,solution,MB241990,2029-11-15,no,yes,/assets/images/medicine-placeholder.svg,Povidone Iodine; Personal Care; Eskayef Pharmaceuticals,Wound cleaning and antiseptic,Use according to label or pharmacist advice.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Keep out of reach of children.,Store below 30C in a dry place away from light.,Povidone Iodine
